Date,Platform,Area,Severity,Recurring,Summary,Original comment,Link
2026-08-24,iOS,Rewards/Loyalty,Medium,Yes,Reward redemption screen freezes after selecting an item and never completes the process.,Rewards screen freezes: When I try to redeem a reward the screen just freezes and I have to close the app,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-24,Android,Payments & checkout,High,Yes,"Coupon codes entered at checkout are rejected as invalid, despite being valid and unused.",Coupon not working: I entered a coupon code that I got in an email and the app says it's invalid even though I've never used it,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-25,iOS,Ordering flow,High,Yes,Order total shown at checkout does not include taxes and differs significantly from the charge.,Wrong total at checkout: The app showed me $8.99 and my card was charged $11.32 with no warning about taxes,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-25,Android,Navigation/UI,Low,Yes,Back button on Android closes the app instead of returning to the previous screen.,"Back button exits app: When I press the Android back button while browsing the menu, the whole app closes instead of going back",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-26,iOS,Customization,Medium,Yes,Extra sauce options are available on some sandwiches but not others with no clear pattern.,"Sauce options inconsistent: I can add extra sauce on the Chicken Sandwich but not the Spicy Chicken, they're the same sandwich basically",https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-26,Android,Rewards/Loyalty,High,Yes,Crown level status is displayed incorrectly and does not match the actual points balance.,Crown level wrong: The app says I'm Royal but I have enough points for Diamond and it's been showing the wrong level for weeks,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-27,iOS,Payments & checkout,Medium,Yes,Tip selection screen appears for pickup orders where tipping is not applicable.,Tip screen showing for pickup: Why am I being asked to tip for a pickup order? That screen shouldn't be there for in-store pickup,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-27,Android,Performance/Crashes,High,Yes,App loses all cart contents when the user receives a phone call during ordering.,Cart cleared by phone call: I was in the middle of building my order and my phone rang and when I came back to the app my cart was empty,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-28,iOS,Location/Store,Medium,Yes,Favorite store setting resets to a different location after each app update.,Favorite store keeps changing: After every update my favorite store switches to a BK I've never been to,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-28,Android,Menu & offers,Medium,Yes,Limited time offers are visible in the menu but cannot be added to the cart.,LTO items can't be added to cart: I can see the new Fiery Chicken deal in the menu but when I tap it there's no add to cart button,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-29,iOS,Ordering flow,Medium,No,Order history list does not display orders placed more than 30 days ago.,Order history incomplete: I can only see my last month of orders but I need to see something from two months ago and it's just gone,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-29,Android,Account/Login,Medium,Yes,Profile update screen does not save changes to phone number after submission.,Can't update phone number: I go into my profile to change my number and hit save but it always reverts to the old one,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-30,iOS,Performance/Crashes,Medium,Yes,Rotating the device from portrait to landscape causes the menu layout to break.,Screen rotation breaks layout: If I turn my phone sideways while on the menu screen everything gets cut off and overlaps,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-30,Android,Customization,High,Yes,No-bread or lettuce-wrap substitution option is missing from the item customization screen.,No lettuce wrap option: I need a lettuce wrap instead of a bun for dietary reasons and the app just doesn't have that option anywhere,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-08-31,iOS,Rewards/Loyalty,High,Yes,Challenges in the rewards section show as active but cannot be started or tracked.,Challenges won't start: The app shows I have challenges available but when I tap them nothing happens and they don't start,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-08-31,Android,Payments & checkout,High,Yes,PayPal checkout option redirects to a broken page and the order is never placed.,PayPal option broken: When I choose PayPal it opens a page that just shows an error and my order never goes through,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-01,iOS,Navigation/UI,Medium,Yes,Search bar in the menu section does not return results for valid items like 'Whopper' or 'fries'.,Menu search returns nothing: I typed Whopper into the search bar and it said no results found which makes no sense,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-01,Android,Ordering flow,High,Yes,Scheduled order confirmation email is not sent and the order does not appear in history.,Scheduled order disappeared: I placed an order for later pickup and never got a confirmation and it's not in my order history,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-02,iOS,Location/Store,High,Yes,In-store scanner for mobile order pickup code does not recognize the QR code generated by the app.,QR code not scanning: The cashier tried to scan my mobile order code and the scanner couldn't read it at all,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-02,Android,Menu & offers,Medium,Yes,Breakfast menu items remain visible after breakfast hours have ended with no indication they are unavailable.,Breakfast items showing all day: The app still shows breakfast sandwiches in the afternoon with no note that they're not available,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-02,iOS,Rewards/Loyalty,High,Yes,Points from a delivery order were not credited despite the purchase being completed successfully.,Delivery order points missing: I ordered delivery through the app and the points never showed up even though the order was delivered fine,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-03,Android,Customization,High,Yes,Item quantity selector in the cart has no upper limit and accepts impossibly large numbers without error.,Cart quantity has no limit: I accidentally tapped the plus button too many times and ended up with 999 burgers in my cart with no warning,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-03,iOS,Account/Login,High,Yes,Single sign-on via Google fails with a generic error and the account cannot be created or accessed.,"Google login broken: I try to sign in with Google and it just says something went wrong, can't create an account at all",https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-03,Android,Payments & checkout,High,Yes,Walmart Plus discount does not apply on the final payment screen and app defaults to the wrong store.,"So many times have not had the walmart plus discount apply properly on one page, but the final payment page it doesnt apply the discount. Also CONSTANTLY defaults to this one BK that I'm not even close to which is also getting annoying.",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-03,iOS,Ordering flow,High,Yes,The cart item count badge on the app icon does not update when items are added or removed from the cart.,Cart badge count wrong: The number on the app icon cart badge doesn't change when I add or remove things from my cart,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-03,Android,Payments & checkout,High,Yes,Adding a tip on the Android version rounds up to the nearest dollar regardless of the percentage selected.,Tip rounds up unexpectedly: No matter what tip percentage I pick on Android the amount always rounds up to the next dollar,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-03,iOS,Performance/Crashes,High,Yes,The app intermittently freezes on the item detail screen when the user pinch-zooms on a product photo.,Freezes when zooming on photos: Pinching to zoom in on food photos on the detail page freezes the whole app,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-03,Android,Location/Store,Medium,Yes,"In-app store search ignores diacritics, returning no results for city names with accented characters.",City name search fails with accents: Searching for a city that has an accent in the name returns no stores at all,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-02,iOS,Account/Login,High,Yes,The app forces a sign-out and session reset whenever the user switches network from Wi-Fi to cellular.,Logged out when switching networks: Every time I switch from Wi-Fi to data the app logs me out and I have to start over,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-02,Android,Customization,Medium,Yes,Spice level customization option is present for some items but missing for others that should logically support it.,Spice level missing on some items: Some items let me pick spice level but others that should have it don't show that option,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-02,iOS,Rewards/Loyalty,Medium,Yes,The referral code entry field in the rewards section does not accept valid codes and shows no error feedback.,Referral code won't accept: I enter a referral code in the rewards section but it never goes through with no error shown,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-02,Android,Ordering flow,High,Yes,Delivery orders placed through the app are routed to the wrong address when the user has multiple saved addresses.,Order sent to wrong saved address: My delivery went to an old saved address even though I selected the right one during checkout,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-02,iOS,Navigation/UI,Low,Yes,Scrolling the home screen while an offer banner auto-scrolls causes the layout to jump and items to misalign.,Layout jumps when scrolling with banner: The page layout lurches when I scroll at the same time the top banner auto-advances,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-09,Android,Account/Login,High,Yes,"Sign-up flow rejects every email with a duplicate account error, in-app support ignores requests and auto-closes tickets, persisting after the latest update.","Doesn't let you sign up at all? No matter what email you put it under, it will tell you that you already have an account under that email. if you go to support and ask to talk to a human, they won't give you a human. They'll just close out what you said. And completely ignore it. no matter how many times you say you have an issue, they will tell you. It was resolved automatically. Even though you don't have an account under them, it'll tell you that you have an account edit: it was up to date.",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-09,Android,Ordering flow,Medium,Yes,Trio deal item selector panels for the second and third items render off the right edge of the screen and cannot be tapped.,"app has been awesome for years, now when I use the trio deal I can select my 1st item just fine, but trying to choose the other 2 items it is barely on my screen, it will be to the right so far I cant even see the items",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-10,iOS,Ordering flow,High,Yes,Scheduled mobile order was not visible to restaurant staff at the designated pickup time.,"App does not let employees know schedules orders: I put in an order for 6:35.   I arrived and 6:34:50  and the employee said they did not have an order.  Then after seconds passed, the order showed up.  I had my timing perfect,  and it's 6:40,  still waiting.  because the system did not prep employee for pickup time.",https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-10,iOS,Location/Store,Medium,Yes,Store selection interface let the user accidentally route their order to the wrong location twice with no confirmation step.,"Worst customer service: I stood at the cash register, I watched the two lady's go back and forth ignoring myself and two other people.  I get it they were busy, but, not even a we will be right with you. I laced my order and accidentally sent it to the wrong store while I was in the Burger King because I was getting fed up with waiting and because I was flustered due to waiting for so long I accidentally didn't realize I hit the wrong g store a second time. I was able to fix the situation twice and still not one person helped me and this is fast food omg 20 something minutes there.  Never again.  I am a customer service person myself and I acknowledge patients I work with each and let them know I will be right with the mug I am doing something.  The girls were non stop just speaking Spanish and I felt bad even asking for help and I was running back to the hospital for another shift.  Not good.  Needs a lot more customer service training.  Manager would walk right past us and ignored us also.  Mind you I was inside the building.",https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-10,iOS,Ordering flow,Medium,Yes,Mobile orders are consistently assigned incorrect pickup times.,Zzz: Repeatedly given wrong orders and wrong pick up times on mobile orders.,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-11,iOS,Account/Login,High,Yes,"Login screen shows only a 'create new account' option instead of a sign-in field, and the app freezes when attempting to access support options.","Log in: It does not allow me to access my account, I place my email and there is only to create a new account! not to log in  And when trying to contact support, it won't let me select any option; the app freezes.",https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-11,iOS,Ordering flow,Medium,No,The app provides no way to cancel a placed order.,Poor app: Very poor web app when a person CANNOT Cancel an order.,https://apps.apple.com/us/app/id638323895?see-all=reviews
2026-09-12,Android,Menu & offers,High,Yes,"App displays a menu item that had been removed six months prior, allowing the user to order and pay for a product that is no longer available.","Not very accurate as for menu items available. Placed a delivery order just to find out an item was removed from the menu 6 months ago! After calling restaurant manager, was told they could not issue refund, because menus & app orders are corporate issue. Two hours later, with a cold Whopper still not eaten... Finally found someone to refund the $3.00 item that should have been removed from the menu 6 months ago! And NOBODY said sorry nor offered at least a $ off your next purchase coupon! 😞",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-11,Android,Account/Login,High,Yes,App intermittently demands sequential phone and email verification codes mid-ordering; failing to enter them in time locks the card and blocks the purchase.,"The app is hit or miss! I usually add what I want to the app and my husband will go through the drive thru and all he has to do is pick what he wants, add it to the cart and click process order + complete for pickup! Then he goes through the drive thru and pick up the order. Every other time we have used the all recent has glitched and wanted to send a code to the phone then another to the email and if you don't get it fast enough it will lock whatever app or card you are trying to use!!!",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-12,Android,Ordering flow,Medium,No,The app enforces an item quantity limit that prevents users from adding as many items as desired to their cart.,Why is there a limit on items? Do y'all not want money I don't understand.,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-13,Android,Ordering flow,High,No,"Removing a cart item causes an associated free-item promotion to be silently dropped, and there is no way to cancel the order or reach in-app support.","5 STARS AS A WARNING! I ordered a free whopper with purchase. I order 2 purchases, then I delete one of them b4 ordering and the app deletes my free whopper. I had to buy an extra purchase to get my free Whopper! But 1st I looked to delete the order and start over. The people inside the store said No can do anything since the order came from the app, I did not see a way to delete my order and start over. The people in the store said I needed to contact you. But no contact info!",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-15,Android,Account/Login,High,Yes,"The app login page shows only a create-account button with no sign-in option, and the support chat bot loops users back to the same broken flow.","It tells me I can't create an account because I already have one, and that I should simply log in, but the log in page only has a create account button? And the ""support"" is a chat bot that asks me to log in, sending me to the same form to create an account, which still tells me to log in. Broken garbage.",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-15,Android,Ordering flow,High,Yes,"The app offers no way to cancel, reschedule, or refund a mobile order, and in-app support is limited to an AI bot that issues coupons.","You cannot cancel, reachedule, or refund a mobile order. the best you can do is get a coupon emailed to you from an AI support bot if your order gets messed up. guess I won't be having it my way. thanks for nothing booger king",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-15,Android,Payments & checkout,Medium,Yes,A free fries promotion triggered at checkout did not appear on the receipt after payment suggesting a promo application glitch.,"I ordered the free fries with a $5 or more purchase. After paying for my order...the fries didn't show on the receipt. There must've been a glitch with the app. I was disappointed because I only had the sandwiches ordered...which I always eat with fries😒",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-15,Android,Ordering flow,High,Yes,An in-app order did not transmit to the restaurant system and staff had no record of the order despite the app showing confirmation and the charge appearing on the card.,"If I Could Choose no stars I would. I ordered a meal for our entire family (a good 50.00 +) on the app, out in our local store and when we went to pick up the order they said the didn't have an order for us. We showed the manager at the store the online order, order number, and the banking statement that the money had been taken out for said order. The manager still did not honor the order and was rude as well. it was the weekend so I had to wait until Monday for the customer service (from the",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-14,Android,Performance/Crashes,High,Yes,"The app consistently freezes during ordering and fails to submit orders, leaving users unable to complete purchases through the app.","the app barely works it always freezes on order and many times just plain refuses to load an order and gets stuck in minutes longs que of attempting the order. have resorted to ordering at counter or window. the app is useless. it legitimately will not place orders. even the staff acknowledged it as an ongoing issue",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-14,Android,Rewards/Loyalty,Medium,Yes,"A free Whopper reward code earned via a survey was not delivered to the app, and the survey interface contains redundant repeated sections.","I completed the online survey & never received the code # for a free whopper. I then loaded your ap thinking it might be there & is not. Your survey is very cumbersome & some parts repeat again. I hate it. I will never get my free whopper with this terrible survey instrument!",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-14,Android,Menu & offers,Medium,Yes,The app displays menu items unavailable at a location without flagging them as unavailable causing users to make wasted trips.,Apps fine but they dont remove unavailable items so you'll have to show up to find out you wasted your time.,https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-14,Android,Navigation/UI,High,Yes,"Limited-time menu item selections for trio and duo deals are rendered off the right edge of the screen on Android, making it impossible to complete the selection.","Using the latest version of this app, the trio and duo menu selections under limited time menu are shifted over to the right side of my screen. I am unable to complete my selections because the menu options are shifted too far off screen. I have cleared the data and cache, uninstalled, restarted and reinstalled multiple times. Nothing fixes the issue. I have a Samsung Galaxy s22+ on Android 16.",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
2026-09-14,Android,Rewards/Loyalty,Medium,Yes,"The Walmart Plus monthly Whopper reward shows as pending but remains greyed out on the expected date, and the reward cadence changed from monthly to quarterly with no clear in-app notice.","This app was good now it's ok, on top of that it was giving me a free Whopper every month for having a Walmart Plus subscription. It said I was going to get another one at the beginning of this month, but it still says I'm going to get another one at the beginning of this month and it's greyed out. (but still says Ill get another on the first of this month)This month that also changed to every 3 months, everyone does that as soon as you discover their discount and actually use it they change it.",https://play.google.com/store/apps/details?id=com.emn8.mobilem8.nativeapp.bk
